also_known_as,birthday,deathday,gender,homepage,id,imdb_id,known_for_department,name,place_of_birth,popularity
"大森 貴弘,Takahiro Ômori,Takahiro Oomori",1965-06-25,,2,,992866,nm0648464,Directing,Takahiro Omori,"Tokyo, Tokyo Prefecture, Japan",3.399
吉森信,1969-01-01,,2,https://yoshimorimakoto.com/,992867,nm2598118,Sound,Makoto Yoshimori,"Hiroshima, Hiroshima Prefecture, Japan",1.176
"Мидорикава Юки,緑川ゆき",1976-05-23,,0,,992868,nm3267629,Writing,Yuki Midorikawa,"Kumamoto, Japan",0.6
関一彦,,,2,,1315202,nm0782827,Editing,Kazuhiko Seki,,1.548
"渋谷幸弘,Сибутани Юкихиро",1960-11-26,,2,,1315203,nm1086554,Art,Yukihiro Shibutani,,1.688
"斎藤美香,Mika Saitou,斉藤美香,Mika Saitō,齋藤美香",,,1,,1481778,nm2216056,Visual Effects,Mika Saito,,0.93
田村仁,,,2,,1530282,nm4953781,Camera,Hitoshi Tamura,,0.746
長谷川敏生,,,0,,1783232,nm1227746,Crew,Toshio Hasegawa,,0.6
,,,0,,1817517,,Production,Ayako Yokoyama,,0.6
,,,0,,1817518,,Production,Hirofumi Sugawara,,0.6
"Shosuke Miyake,三宅将典",,,2,,1817520,nm4992675,Production,Masanori Miyake,,1.643
"Tomomi Kyotani,Tomomi Kyōtani,京谷 知美",,,1,,1817521,nm6894739,Production,Tomomi Kyoutani,,0.6
宮脇裕美,,,1,,1817522,nm2401105,Visual Effects,Hiromi Miyawaki,,0.6
"池田康隆,池田 康隆",,,2,,1817523,nm4358829,Editing,Yasutaka Ikeda,,0.811
内海照子,,,1,,1817525,nm6386636,Writing,Teruko Utsumi,,0.6
"吉田里紗子,吉田りさこ,吉田りさ子,吉田里沙子",,,1,,1835795,nm2745683,Directing,Risako Yoshida,,1.245
岸友洋,,,2,,1842744,nm4788191,Visual Effects,Tomohiro Kishi,,0.934
"川添政和,川添 政和",,,0,,1848225,nm1582400,Visual Effects,Masakazu Kawazoe,,0.6
"青野厚司,あおの あつし",1964-07-12,,2,,1982965,nm0031842,Visual Effects,Atsushi Aono,,2.586
前原里恵,,,1,,2124761,nm2021717,Visual Effects,Rie Maehara,,1.22
今木宏明,,,2,,2160934,nm3012264,Visual Effects,Hiroaki Imaki,,1.336
"近藤奈都子,Natsuko Kondō,Natsuko Kondo",,,1,,2428348,,Visual Effects,Natsuko Kondou,,0.84
"山﨑絵里,山崎絵里",,,1,,2799093,nm4796129,Visual Effects,Eri Yamazaki,,0.692
"木村文代,木村 文代",,,1,,2834157,nm3038690,Visual Effects,Fumiyo Kimura,,0.802
"矢向宏志,Hiroshi Yakō,やこう ひろし",,,2,,2840559,nm4026384,Visual Effects,Hiroshi Yakou,Japan,0.679
"田中織江,田中織枝,田中織絵",,,0,,2885193,nm3559416,Visual Effects,Orie Tanaka,,0.98
川上暢彦,,,2,,2995785,nm3332898,Visual Effects,Nobuhiko Kawakami,,1.02
"吉野 三郎,吉田三郎",,,0,,3735062,,Visual Effects,Saburō Yoshino,,0.735
"설경구,Kyung-gu Sol,Kyung-gu Sul,Sul Kyoung-gu,Seol Kyung Gu,Seol Gyeong-gu,Sul Kyung-gu,薛景求",1968-05-01,,2,,85008,nm0812555,Acting,Sol Kyung-gu,"Seocheon, South Chungcheong, South Korea",14.844
" Ji-won Uhm ,엄지원,JiWon Eom,Eom Ji-won,严志媛,Um Jee-won,Eom Jee-won",1977-12-25,,1,,1299243,nm1392076,Acting,Uhm Ji-won,"Daegu, South Korea",5.777
"이레,李甄,李来,イ・レ",2006-03-12,,1,,1299244,nm6903064,Acting,Lee Re,"Gwangju, South Korea",20.872
"김상호,Sang-ho Kim,金相浩,金相镐,金尚昊",1970-07-24,,2,,123820,nm1585711,Acting,Kim Sang-ho,"Gyeongju, North Gyeongsang, South Korea",13.619
"김해숙,Kim Hae-suk,Hae-sook Kim,Hae-suk Kim,金海淑",1955-12-30,,1,,93252,nm1390122,Acting,Kim Hae-sook,"Busan, South Korea",10.866
"Mi-ran Ra ,라미란,Rha Mi-ran,Ra Mi-lan,Rha Mi-lan,羅美蘭",1975-03-06,,1,http://www.c-jes.com/New/artist/news.asp?artist=26,980225,nm1960271,Acting,Ra Mi-ran,"Jeongseon, Gangwon, South Korea",9.769
"권태원,权泰元,Tae-won Kwon",1961-03-18,,2,,123818,nm2135094,Acting,Kwon Tae-won,South Korea,2.344
"강신철,Kang Shin-cheol,Kang Sin-chul,Kang Sin-cheol,姜信哲",1978-09-02,,2,,1326155,nm5626561,Acting,Kang Shin-chul,South Korea,5.62
"서현우,Seo Hyeon-wu, Seo Hyeon-u,徐现宇",1983-11-20,,2,,1591370,nm4185364,Acting,Seo Hyun-woo,"Busan, South Korea",9.258
"김미경,Kim Mi-kyung,Kim Mi-kyeong,Kim Mi-kyoung,차미경,Cha Mi-kyung,车美京",1965-07-25,,1,,2204431,nm11416233,Acting,Cha Mi-kyeong,,5.367
"정민성,Jeong Min-seong,郑敏圣",1975-07-07,,2,,147507,nm6044719,Acting,Jung Min-sung,,3.392
"안세하,Ahn Sae-ha,An Se-Ha,安世河",1986-01-29,,2,,1676565,nm7609313,Acting,Ahn Se-ha,,19.69
"조복래,Jo Bok-lae,Cho Bok-rae,赵福来",1986-07-18,,2,,1428091,nm7109993,Acting,Jo Bok-rae,"Busan, South Korea",7.686
"조문의,Jo Mun-ui,Jo Munui,Cho Munui",,,2,,2499516,nm3482964,Acting,Jo Moon-ee,,0.98
"김우진,Kim Woo-jin,Kim U-Jin",,,2,,1607569,,Acting,Kim Ooh-jin,,0.652
"Jin-Sung Yang, 	양진성,ヤン・ジンソン,杨真诚",1988-06-27,,1,,1254631,nm5735660,Acting,Yang Jin-sung,Seoul - South Korea,4.67
,,,0,,3959048,,Acting,Kim Do-yeob,,0.6
"김진혁,金振赫,Kim Jin Hyuk",1979-09-19,,2,,2821428,,Acting,Kim Jin-hyeok,,0.6
,,,0,,2871561,,Acting,Jin Sun-mi,,0.6
장대웅,2005-03-16,,2,,1993724,,Acting,Jang Dae-woong,,1.396
"윤종구,Yoon Jong-gu",1974-09-04,,2,http://keunnamoo.net/artist/artist3/,2934529,nm2495714,Acting,Yoon Jong-goo,,0.6
,,,0,,3203675,,Acting,Jo Moon Eui,,0.6
"Kang Hye-jeong,강혜정,Kang Hae-jung",1970-10-08,,1,,1255243,nm4341161,Production,Kang Hye-jung,,0.608
"박은영,Eun-young Park",1973-03-08,,1,,2003806,nm10107205,Acting,Park Eun-young,,0.805
"안희주,An Hui Ju,An Hui Joo, Ahn Hui Joo,Ahn Hui Ju,Ahn Hee Joo",,,1,,3959081,,Acting,An Hui-ju,,0.6
"김상범,Kim Sang-beom",1954-08-14,,2,,10108,nm0453656,Editing,Kim Sang-bum,,1.217
"방준석,Jun-seok Bang,Bang Joon-seok,Bang Joon-suk",1970-01-01,2022-03-26,2,,24993,nm0051917,Sound,Bang Jun-seok,,0.6
"김재범,Kim Jae-bum",1964-11-10,,2,,38016,nm1197989,Editing,Kim Jae-beom,,1.646
"이준익,Lee Jun-ik",1959-09-21,,2,,126809,nm1045937,Directing,Lee Joon-ik,"Seoul, South Korea",3.576
"Joong-Hoon Jo,조중훈",1973-05-19,,2,,1134234,nm2039202,Writing,Jo Joong-hoon,,1.061
김지혜,1974-03-19,,1,,1289713,nm1530832,Writing,Kim Ji-hye,,2.457
"변봉현,Bonghyeon Byeon",,,0,,1292986,,Production,Byun Bong-hyun,,1.4
"성창연,Changyeon Seong",,,0,,1292987,,Production,Seong Chang-yeon,,0.98
"홍승철,Hong Seung-chul",,,0,,1293713,nm2895267,Lighting,Hong Seung-cheol,,0.6
이승엽,1971-09-22,,2,,1293714,,Sound,Lee Seung-yeop,,0.603
"심현섭,Shim Hyun-sup,Hyeon-seob Sim,Sim Hyeon-seop",,,0,,1294082,nm9370078,Costume & Make-Up,Shim Hyun-seob,,1.388
"김태경,Kim Tae-gyeong,Kim Tae-kyung,Kim Tae-gyung",1973-11-27,,0,,1301202,,Camera,Kim Tae-kyeong,,0.84
"차원천,Cha Won-cheon",,,2,,1621108,,Production,Cha Won-chun,,1.994
"박용기,Park Yong-ki,Yongki Park",,,2,,2100274,,Sound,Park Yong-gi,,1.388
"박성주,Park Seong-ju",,,0,,2248450,,Camera,Park Sung-ju,,0.6
이봉환,,,0,,2352772,,Art,Lee Bong-hwan,,0.6
이상용,,,2,,2376041,,Directing,Lee Sang-yong,,2.033
장진,,,0,,2380875,,Costume & Make-Up,Jang Jin,,0.6
박진호,,,0,,2499559,,Editing,Park Jin-ho,,0.6
소재원,1983-12-10,,2,,2737561,,Writing,So Jae-won,,0.6
박근수,,,0,,3383331,,Art,Park Geun-soo,,0.6
임형근,,,0,,3423120,,Sound,Lim Hyung-geun,,0.732
"Эмили Блант,إيميلي بلنت,에밀리 블런트,愛蜜莉·布朗,เอมิลี บลันต์,エミリー・ブラント,艾米莉·布朗特,Έμιλι Μπλαντ",1983-02-23,,1,,5081,nm1289434,Acting,Emily Blunt,"Wandsworth, London, England, UK",92.191
"Bob Downey,小勞勃·道尼,روبرت داوني جونير,로버트 다우니 주니어,ロバート・ダウニー・Jr,Роберт Дауни-младший,Роберт Дауни мл.,รอเบิร์ต ดาวนีย์ จูเนียร์,Роберт Дауні-молодший,RDJ,Ρόμπερτ Ντάουνι Τζούνιορ,রবার্ট ডাউনি জুনিয়র,رابرت داونی جونیور,小罗伯特·唐尼,Роберт Дауни-мл.",1965-04-04,,2,,3223,nm0000375,Acting,Robert Downey Jr.,"New York City, New York, USA",41.743
"플로렌스 퓨,Florence Rose C. M. Pugh,弗洛伦丝·皮尤,佛罗伦斯·珀,Флоренс П’ю,فلورنس پیو,フローレンス・ピュー",1996-01-03,,1,,1373737,nm6073955,Acting,Florence Pugh,"Oxford, England, UK",302.804
"Ben Safdie,The Safdie Brothers",1986-02-24,,2,http://www.elarapictures.com/,227564,nm1509478,Directing,Benny Safdie,"New York City, New York, USA",30.849
,1987-12-03,,2,http://www.michaelangarano.net/,11665,nm0029400,Acting,Michael Angarano,"Brooklyn, New York, USA",16.973
"Joshua Hartnett,Joshua Daniel Hartnett,Джош Хартнетт",1978-07-21,,2,,2299,nm0001326,Acting,Josh Hartnett,"Saint Paul, Minnesota, USA",57.537
"רמי מליק,라미 말렉,Рами Малек,Rami Saíd Malek,رامي مالك,雷米‧馬利克,拉米·马雷克",1981-05-12,,2,,17838,nm1785339,Acting,Rami Malek,"Torrance, California, USA",58.851
"ケネス・ブラナー,Кеннет Брана,케네스 브래너",1960-12-10,,2,,11181,nm0000110,Acting,Kenneth Branagh,"Belfast, Northern Ireland, UK",26.29
"Dane William DeHaan,데인 드한,デイン・デハーン",1986-02-06,,2,http://www.danedehaan.com,122889,nm2851530,Acting,Dane DeHaan,"Allentown, Pennsylvania, USA ",30.831
Дилан Арнольд,1994-02-11,,2,,1039523,nm4003553,Acting,Dylan Arnold,USA,40.056
데이빗 크럼홀츠,1978-05-15,,2,,38582,nm0472710,Acting,David Krumholtz,"Queens, New York City, New York, USA",19.707
"Alden Caleb Ehrenreich ",1989-11-22,,2,,71375,nm2403277,Acting,Alden Ehrenreich,"Los Angeles, California, USA",14.879
"Мэттью Модайн,매튜 모딘,Мэтью Модайн,マシュー・モディーン",1959-03-22,,2,http://www.matthewmodine.com/,8654,nm0000546,Acting,Matthew Modine,"Loma Linda, California, USA",26.074
,1997-11-01,,2,,934281,nm1842974,Acting,Alex Wolff,"New York City, New York, USA",24.893
"Emma Noelle Roberts,Έμμα Ντάμοντ",1994-11-15,,1,,968089,nm2730808,Acting,Emma Dumont," Seattle, Washington, USA",36.456
,1981-03-11,,2,,16808,nm0777788,Acting,Matthias Schweighöfer,"Anklam, German Democratic Republic [now Mecklenburg-Western Pomerania, Federal Republic of Germany]",21.239
,1986-08-14,,2,,1493745,nm4517846,Acting,Olli Haaskivi,"Cleveland, Ohio, USA",3.307
,1985-01-01,,2,,61510,nm1706832,Acting,Christopher Denham,,12.033
斯科特·格瑞恩斯,1971-07-09,,2,,35091,nm0342241,Acting,Scott Grimes,"Lowell, Massachusetts, USA",22.658
"Τζέιμς Ντ' Άρσι,ジェームズ・ダーシー",1975-08-24,,2,,19655,nm0195439,Acting,James D'Arcy,"London, England, UK",24.041
Louise Maria Perkins,1970-09-13,,1,,20805,nm0518321,Acting,Louise Lombard,"Redbridge, London, England, UK",18.499
"Jason Clark,Джейсон Кларк,제이슨 클락",1969-07-17,,2,,76512,nm0164809,Acting,Jason Clarke,"Winton, Queensland, Australia",30.997
Daniel Deferrari,,,2,,1448819,nm1876851,Acting,Danny Deferrari,USA,20.232
,1983-08-08,,2,,545195,nm1298458,Acting,Guy Burnet,"England, UK",13.098
"Thomas Conti,톰 콘티",1941-11-22,,2,,71010,nm0002018,Acting,Tom Conti,"Paisley, Scotland, UK",81.913
,1986-11-10,,2,,15760,nm0669681,Acting,Josh Peck,"Hell's Kitchen, Manhattan, New York City, New York, USA",24.716
" Greg Jbara ",1961-09-28,,2,http://gregoryjbara.com,24360,nm0419813,Acting,Gregory Jbara,"Westland, Michigan, USA",10.117
토니 골드윈,1960-05-20,,2,,3417,nm0001282,Acting,Tony Goldwyn,"Los Angeles, California, USA",14.663
"Gustaf Skarsgard,Gustaf Caspar Orm Skarsgård,Γκούσταφ Σκάρσγκαρντ,구스타프 스카스가드,Густаф Скарсгард",1980-11-12,,2,,63764,nm0803890,Acting,Gustaf Skarsgård,"Stockholm, Stockholm County, Sweden",19.818
,,,2,,2692405,,Acting,Tom Jenkins,,0.89
"Trond Fausa Aurvaag,Trond Fausa",1972-12-02,,2,,85151,nm0042212,Acting,Trond Fausa Aurvåg,"Fetsund, Norway",19.934
Ντέβον Μπόστικ,1991-11-13,,2,,90498,nm1256602,Acting,Devon Bostick,"Toronto, Ontario, Canada",80.588
,1993-06-29,,2,,127281,nm1549295,Acting,Harrison Gilbertson,"Adelaide, South Australia, Australia",13.799
,,,2,,1541178,nm3314705,Acting,David Rysdahl,,4.685
Joshua Ryan Zuckerman,1985-04-01,,2,,62816,nm0958430,Acting,Josh Zuckerman,"Stanford, California, USA",14.119
オリヴィア・サールビー,1986-10-06,,1,,52442,nm1880888,Acting,Olivia Thirlby,"New York City, New York, U.S.",21.419
,1977-04-18,,2,,65769,nm0424684,Acting,Bryce Johnson,"Reno, Nevada, USA",7.137
,,,1,https://www.megschimelpfenig.com/,3603785,nm11223892,Acting,Meg Schimelpfenig,,0.692
,,,2,,2781676,nm5487427,Acting,Petrie Willink,,1.4
"Джеймс Римар,Τζέιμς Ρεμάρ",1953-12-31,,2,,1736,nm0001664,Acting,James Remar,"Boston, Massachusetts, USA",19.661
,,,2,,25446,nm1204932,Acting,Máté Haumann,,2.29
Джефферсон Холл,1977-12-06,,2,,109322,nm2131630,Acting,Jefferson Hall,"Coventry, West Midlands, England, UK",12.028
"Jessica Martin ",1986-10-29,,1,,2113468,,Acting,Jessica Erin Martin,,0.84
,,,2,,1519972,nm0463282,Acting,Kurt Koehler,,1.283
,1943-12-23,,2,,154583,nm0332944,Acting,John Gowans,,3.93
,1974-11-14,,2,,209513,nm0086301,Acting,Macon Blair,"Alexandria, Virginia, USA",11.26
,1951-09-10,,2,,35518,nm0342881,Acting,Harry Groener,"Augsburg, Bavaria, Germany",5.19
"T.W. King,Theodore William King",1965-10-01,,2,,1221560,nm0455316,Acting,Ted King,"Los Angeles, California, USA",5.127
"Timothy Robert DeKay ,Tim DeMay",1963-06-12,,2,,76001,nm0215229,Acting,Tim DeKay,"Ithaca, New York, USA",7.209
Steve R. Houska,,,2,,1215064,nm0396765,Acting,Steven Houska,,1.4
,,,0,,1675638,,Acting,Rory Keane,,0.98
"Sadie Kratzig ",,,1,http://sadiestratton.com/,154615,nm0470066,Acting,Sadie Stratton,,16.751
,,,0,,3952653,,Acting,Britt Kyle,,0.6
Michael Baker,,,2,,1720614,nm4016292,Acting,Michael Andrew Baker,,2.059
"Brett Delbuono ,Brett Del Buono",1992-10-23,,2,,64213,nm1498895,Acting,Brett DelBuono,Bristol - Connecticut - USA,3.798
,1963-09-17,,2,,58528,nm0881672,Acting,James Urbaniak,"Bayonne, New Jersey, USA",10.325
,,,0,,2705767,nm2532644,Acting,Ronald Auguste,,0.972
Джек Катмор-Скотт,1987-04-16,,2,,1499831,nm6340808,Acting,Jack Cutmore-Scott,"London, England, UK",7.851
" Robert Basgall",,,2,,30791,nm5659247,Acting,Will Roberts,,2.072
"William Patterson Skipper ",1958-09-23,,2,,6326,nm0804361,Acting,Pat Skipper,"Lakeland, Florida, USA",5.602
,1960-01-01,,2,,80619,nm0183548,Acting,Steve Coulter,,7.596
,,,0,,2075067,nm2090153,Acting,Jeremy John Wells,,0.766
,1980-04-10,,2,,543819,nm1936239,Acting,Sean Avery,"North York, Ontario, Canada",1.227
,,,2,,2614684,nm9228818,Acting,Adam Kroeger,,0.6
,,,2,,1679557,,Acting,Drew Kenney,,1.849
,,,1,,2245154,nm6073018,Acting,Kerry Westcott,,2.83
,,,1,,1616338,nm2987162,Acting,Christina Hogue,,0.708
,,,2,,2767277,,Acting,Clay Bunker,,0.6
,,,0,,3853422,,Acting,Tyler Beardsley,,0.744
,,,0,,4174034,,Acting,Maria Teresa Zuppetta,,0.6
,1984-09-23,,1,,1215055,nm2342578,Acting,Kate French,"Flemington, New Jersey, USA",3.456
,,,2,,101661,nm0492789,Acting,Hap Lawrence,,1.474
,1949-07-07,,1,https://ellenmirojnick.wordpress.com,7735,nm0592465,Costume & Make-Up,Ellen Mirojnick,"New York City, New York, USA",4.711
,,,2,,92491,nm0235986,Crew,Danny Downey,,2.568
,,,0,,77141,nm0597130,Writing,Richard Molloy,,1.24
"Ludwig Goransson,Ludwig Emil Tomas Göransson",1984-09-01,,2,,928158,nm3234869,Sound,Ludwig Göransson,"Linköping, Sweden",12.254
,,,2,,984533,nm1853964,Art,Adam Willis,,1.091
,1965-12-16,,2,,1015427,nm0787846,Sound,Douglas Shamburger,"Los Angeles, California, USA",1.338
,,,0,,1068055,nm0382048,Art,Jim Hewitt,,0.741
Easton Smith,,,0,,1068056,nm0808075,Art,Easton Michael Smith,,0.6
,,,0,,1077878,nm0284263,Editing,Tom Foligno,,0.754
Jen Lame,,,1,,1113553,nm2352780,Editing,Jennifer Lame,,5.24
,,,2,,1155668,nm0150406,Visual Effects,Mike Chambers,,0.766
Jo Kissack,,,1,,1253687,nm0457382,Costume & Make-Up,Jo Kissack Folsom,,1.232
,,,1,,1299194,nm1968338,Art,Ruth de Jong,,0.987
,,,0,,1314272,nm2427238,Production,Nathan Kelly,,0.6
Andrew Bofinger,,,0,,1323106,nm2651187,Art,Andrew W. Bofinger,,0.829
Dan O’Connell,,,2,,1338372,nm0640006,Sound,Dan O'Connell,,2.546
,,,0,,1344137,nm0261731,Production,Taylor Estevez,,1.699
Tammy Lee,,,0,,1352962,nm1902525,Art,Tammy S. Lee,,0.695
Kevin O'Connell C.A.S.,1957-11-27,,2,,1378171,nm0640114,Sound,Kevin O’Connell,"Long Island, New York, USA",1.796
C. Jonas Kirk,,,2,,1386906,nm0456498,Art,Jonas Kirk,,2.267
,,,0,,1397322,nm0048816,Production,Patrick Baker,,0.6
,,,0,,1407240,nm2656321,Production,Hilton Clay Peres,,0.6
,,,2,,1414497,nm0217763,Art,Guillaume DeLouche,,1.321
Heather Violet Elwell,,,1,,1414993,nm0255870,Art,Heather Elwell,,0.6
"Russ Farmaco,Russell Farmaco,Russ Farmarco",,,2,,1415007,nm0267718,Sound,Russell Farmarco,,1.22
,,,2,,1417407,nm0371669,Production,Thomas Hayslip,,2.193
,,,0,,1422219,nm0525786,Costume & Make-Up,Eric Luling,,0.698
,,,0,,1432026,nm0094597,Editing,Ray Boniker,,1.4
,,,0,,1433622,nm0089929,Editing,Andrew Blustain,,0.757
Mike Thurman,,,0,,1440062,,Art,Michael Thurman,,1.4
"Justin Miller ",,,2,,1442119,nm4178626,Art,Justin O'Neal Miller,,1.018
,,,0,,1449969,nm0130494,Costume & Make-Up,Sabrina Calley,,0.839
Robert Dean Bailey,,,2,,1463656,nm1945385,Crew,Dean Bailey,,1.294
,,,0,,1463718,,Camera,Eric Dvorsky,,2.18
,,,0,,1473822,nm0308876,Camera,Jason Gary,,0.972
,,,0,,1475628,nm6547149,Costume & Make-Up,Lauren Kelley,,1.029
,,,0,,1482845,nm3069570,Camera,Kelly A. Cook,,0.838
Giovanni Mauro Zelko,,,2,,1504620,nm0954576,Lighting,Giovanni Zelko,,0.6
"Chris Flick,Christofer Flick,C. Christopher Flick",,,2,,1546875,nm0282265,Sound,Christopher Flick,,0.67
,,,0,,1554889,,Camera,Manning Tillman,,0.732
,,,2,,1554939,nm4896023,Crew,Josh Lakatos,,0.624
"Katie Murphy,Katherine L. Murphy,Katherine Murphy",,,1,,1571488,nm2276625,Costume & Make-Up,Katie L. Murphy,,0.629
,,,0,,1579535,,Art,Richard Lieberman,,0.6
Keith Davis,,,2,,1608765,nm1410539,Camera,Keith B. Davis,,0.608
,,,0,,1613301,,Sound,Simon Firsht,,1.22
,,,0,,1626812,,Directing,Francisco Sonic Kim,,0.6
,,,0,,1627720,,Editing,Michael T. Wilson,,0.735
"Gary 'Little G' Williams,Gary T. Williams,Gary Williams",,,2,,1634482,nm0930627,Crew,Gary Thomas Williams,,0.6
,,,0,,1635484,,Costume & Make-Up,Jaime Leigh McIntosh,,0.828
,,,0,,1642751,nm4988249,Costume & Make-Up,Andrea Steele,,0.6
,,,2,,1661944,nm1886497,Visual Effects,Andrew Jackson,,0.6
,,,0,,1692231,nm2578980,Visual Effects,Ivelina Dobreva,,0.84
,,,0,,1699147,,Camera,Kyle Carden,,0.6
,,,0,,1738146,,Costume & Make-Up,Wynema Chavez,,0.6
,,,0,,1767954,,Art,Aaron Hurvitz,,0.6
,1937-07-02,2021-10-06,2,,1778411,nm2452558,Acting,Martin J. Sherwin,"Brooklyn, New York City, New York, USA",0.6
"Patty Carey Perazzo,Patty Carey-Perazzo",,,1,,1785939,,Production,Patty Carey,,1.258
,,,2,,1790648,,Crew,Derek Lacasa,,1.309
,,,0,,1790656,,Crew,Patrick D Baker,,1.535
"Matthew Cates,Matthew Shane Cates,Matt Cates",1951-09-18,,2,,1819106,nm2781880,Camera,M. Shane Cates,"Saint Joseph, Missouri, USA",1.4
,,,1,,1835196,nm2389519,Art,Susanne Mueller,,0.6
"James Brewer,Jamie Brewer",,,2,,1847917,nm0108164,Editing,James A. Brewer,,0.6
,,,0,,1855186,,Art,Joshua Sankar,,0.84
,,,2,,1865691,nm2082591,Production,Dennis Muscari,,0.6
,,,0,,1865746,,Visual Effects,Mike Duffy,,0.98
,,,0,,1890881,,Lighting,Aaron Schulte,,0.84
,,,2,,1899642,nm0278313,Art,Greg Finnin,,0.657
,,,0,,1916293,,Art,Rachel Nowik,,0.704
,,,0,,1923335,,Costume & Make-Up,Ahou Mofid,,0.6
,,,0,,1949343,,Production,Michael Edward Smith,,0.652
,,,0,,1972669,,Lighting,Leigh Mierke,,1.4
,,,0,,1977619,,Costume & Make-Up,Kerrin Jackson,,0.832
,,,0,,1987975,,Editing,Nick Ellsberg,,0.6
,,,0,,2006453,,Sound,Adam Mohundro,,1.095
,,,0,,2010392,nm3551954,Visual Effects,Giacomo Mineo,,0.6
,,,0,,2023136,,Lighting,Joe Vitellaro,,0.6
,,,0,,2069402,,Costume & Make-Up,Josh Mar,,1.024
,,,0,,2080558,,Art,Jason McDonough,,0.6
,,,0,,2086004,,Costume & Make-Up,Alice Pico,,0.884
,,,0,,2087550,,Art,Michael Timman,,0.6
,,,0,,2091351,,Camera,Satoshi Yamazaki,,0.6
,,,0,,2153772,,Camera,Brian Udoff,,0.6
,,,0,,2157686,,Crew,Kaiser Clark,,0.6
,,,0,,2157749,,Lighting,Steve Zvorsky,,0.7
,,,0,,2163748,nm2635407,Directing,Andrew Stahl,,0.968
,,,1,,2164318,nm1745565,Production,Mary Bowman,,0.6
,,,0,,2298462,nm1224304,Production,Rafael Lima,,0.608
,1951-09-02,,2,,2334219,nm3284831,Writing,Kai Bird,"Eugene, Oregon, USA",0.6
,,,0,,2350658,,Editing,Eric Maldonado,,1.532
,,,2,,2351729,nm10822449,Production,David Croley Broyles,,1.566
,,,0,,2410321,,Costume & Make-Up,Christy Falco,,1.094
,,,0,,2414024,,Art,Robert Aguirre,,0.629
,,,0,,2488166,,Directing,Dixon McPhillips,,0.652
,,,2,,2538245,,Crew,Nick LaRocca,,0.732
Jaron White,1986-05-26,,2,,2647794,,Editing,Jaron Whitfill,"Decatur, Texas, USA",0.836
,,,0,,2810459,,Editing,Jay Trautman,,0.6
,,,0,,2818301,,Production,Anthony Del Grosso,,0.6
" Jesse Max Carmona",,,0,,2947694,nm7395972,Directing,Jesse Carmona,,0.6
,,,0,,2955001,,Production,Scott Riddle,,0.84
,,,0,,2967321,,Camera,Reese Price,,0.6
"Cheryl 'CC' Cravedi,C.C. Cravedi,Cheryl Lynn Cravedi",,,1,,3035858,nm0186581,Costume & Make-Up,Cheryl Cravedi,,1.312
,,,0,,3121922,,Visual Effects,Stephen Parsey,,0.6
,,,1,,3241163,,Costume & Make-Up,Brittnee Holmquist,,1.614
,,,0,,3305898,,Costume & Make-Up,Meg Burke,,0.828
,,,0,,3495526,,Costume & Make-Up,Lydia Fantini,,0.6
,,,0,,3555020,,Production,Luca Edo Russot,,0.6
,,,1,,3560252,nm3126994,Camera,Sara Elia,,0.6
,,,0,,3566690,,Costume & Make-Up,Mallory Bradley,,1.094
,,,0,,3634196,,Art,Jake Cavallo,,0.6
,,,0,,3635914,,Costume & Make-Up,Marta Trudnowska,,0.6
,,,0,,3665227,,Camera,Carlo Corbin,,0.6
,,,0,,3665281,,Costume & Make-Up,Dianna Warren,,0.6
,,,0,,3680504,,Art,William M. Lynch,,0.6
,,,0,,3745337,,Production,Michael D. Sullivan,,0.6
,,,0,,3752844,nm6258670,Visual Effects,Ashley Mohabir,,0.6
,,,0,,3795721,,Lighting,Jacob Bogatin,,0.6
,,,0,,3809183,,Art,Geoff Dillow,,0.608
,,,0,,3809184,,Crew,Maxwell Graves,,0.6
,,,0,,3809185,,Art,Mark Gutierrez,,0.6
,,,0,,3809186,,Art,Roxy Hua,,0.6
,,,0,,3809189,,Art,Bianca Medina-Montoya,,0.6
