title,year,imdbid,id,rating
Neon Genesis Evangelion: The End of Evangelion,1997,0169858,5108,3
Free Willy 3: The Rescue,1997,0119152,5136,1
Knockin&#39; on Heaven&#39;s Door,1997,0119472,5143,1
Picture Perfect,1997,0119896,5172,3
Face/Off,1997,0119094,5329,1
Soul Food,1997,0120169,5820,3
"Night Flier, The",1997,0119784,5865,3
Tower of Terror,1997,0131620,6071,3
Clover,1997,0124317,6204,3
"Odyssey, The",1997,0118414,6241,2
Hardboiled Egg,1997,0122648,6249,2
Open Your Eyes,1997,0125659,6691,1
"House of Yes, The",1997,0119324,6736,3
"Sticky Fingers of Time, The",1997,0127302,6749,3
Fireworks,1997,0119250,6800,1
"Full Monty, The",1997,0119164,6805,2
Cure,1997,0123948,7174,1
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,1997,0119918,7371,0
A Life Less Ordinary,1997,0119535,7534,2
Donnie Brasco,1997,0119008,7627,1
Seven Years in Tibet,1997,0120102,7660,1
An American Werewolf in Paris,1997,0118604,7675,1
Carne tr&eacute;mula [Live Flesh],1997,0118819,7710,2
Csinibaba,1997,0118906,8564,1
Gummo,1997,0119237,8800,3
Cop Land,1997,0118887,9151,0
Lolita,1997,0119558,9220,3
Anaconda,1997,0118615,9275,2
Mrs. Brown,1997,0119280,9280,3
Tomorrow Never Dies,1997,0120347,9336,1
Home Alone 3,1997,0119303,9407,3
Retroactive,1997,0117468,9989,2
In &amp; Out,1997,0119360,10197,2
Steel,1997,0120207,10238,2
Children of Heaven,1997,0118849,10507,3
"Borrowers, The",1997,0118755,10686,3
"Advocate&#39;s Devil, The",1997,0126774,10727,2
"Killing Secret, The",1997,0120089,10731,3
"Negotiator, The",1998,0120768,35,1
Blade,1998,0120611,42,1
Deep Impact,1998,0120647,95,3
Future Sport,1998,0158409,127,1
Mulan,1998,0120762,157,3
"Truman Show, The",1998,0120382,165,1
Ever After,1998,0120631,216,3
"Thin Red Line, The",1998,0120863,272,1
Strike!,1998,0120692,300,3
"Opposite of Sex, The",1998,0120777,365,3
Wand&acirc;furu raifu,1998,0165078,368,3
Rushmore,1998,0128445,404,3
Sphere,1998,0120184,446,1
Apt Pupil,1998,0118636,460,1
"Big Lebowski, The",1998,0118715,505,1
Fear and Loathing in Las Vegas,1998,0120669,506,1
Velvet Goldmine,1998,0120879,516,2
"Faculty, The",1998,0133751,532,3
"Wedding Singer, The",1998,0120888,554,3
Little Voice,1998,0147004,592,3
Gia,1998,0123865,772,3
Armageddon,1998,0120591,775,1
You&#39;ve Got Mail,1998,0128853,783,3
High Art,1998,0139362,789,3
Phantoms,1998,0119891,805,3
Hideous Kinky,1998,0136244,937,3
"Red Violin, The",1998,0120802,942,3
Happiness,1998,0147612,973,3
Show Me Love,1998,0150662,975,3
54,1998,0120577,1040,1
Star Trek: Insurrection,1998,0120844,1056,3
"Mask of Zorro, The",1998,0120746,1058,1
Six Days Seven Nights,1998,0120828,1069,1
"Secret of NIMH 2: Timmy to the Rescue, The",1998,0171725,1511,1
"Dreamlife of Angels, The",1998,0120449,1294,3
Practical Magic,1998,0120791,1219,3
Pleasantville,1998,0120789,1109,3
"Man in the Iron Mask, The",1998,0120744,1154,1
Saving Private Ryan,1998,0120815,1090,0
"Parent Trap, The",1998,0120783,1094,3
Stepmom,1998,0120686,1553,3
Rush Hour,1998,0120812,1392,1
Rounders,1998,0128442,1399,1
Pi,1998,0138704,1403,2
"Prince of Egypt, The",1998,0120794,1079,3
"Lock, Stock and Two Smoking Barrels",1998,0120735,1668,1
Your Friends and Neighbors,1998,0119517,1838,3
Dark City,1998,0118929,1855,1
Shakespeare in Love,1998,0138097,1926,3
Quest for Camelot,1998,0120800,1942,3
Perfect Blue,1998,0156887,1948,3
"X Files, The",1998,0120902,2058,3
Love &amp; Pop,1998,0168972,2076,3
Elizabeth,1998,0127536,2138,3
Buffalo &#39;66,1998,0118789,2139,1
Run Lola Run,1998,0130827,2191,3
A Bug&#39;s Life,1998,0120623,2198,3
Godzilla,1998,0120685,2238,3
Out of Sight,1998,0120780,2247,2
Get Real,1998,0162973,2440,2
Primary Colors,1998,0119942,2475,3
"Idiots, The",1998,0154421,2526,3
American History X,1998,0120586,2548,2
Dancing at Lughnasa,1998,0120643,2641,3
Slums of Beverly Hills,1998,0120831,2681,3
Festen (The Celebration),1998,0154420,2868,3
Small Soldiers,1998,0122718,2896,1
Dark Harbor,1998,0129023,2912,1
SLC Punk!,1998,0133189,3393,1
Safe Men,1998,0120813,3035,0
Scooby-Doo on Zombie Island,1998,0166792,3447,3
Smoke Signals,1998,0120321,3509,3
"Storm Riders, The",1998,0165499,3552,1
"Lion King 2: Simba&#39;s Pride, The",1998,0120131,3687,3
Mercury Rising,1998,0120749,3791,1
BASEketball,1998,0131857,3919,1
Disturbing Behavior,1998,0134619,4160,1
Vampires (John Carpenter&#39;s),1998,0120877,4215,0
Sliding Doors,1998,0120148,4250,3
"Last Days of Disco, The",1998,0120728,4357,3
Beloved,1998,0120603,4400,3
Species II,1998,0120841,4423,3
Central Station,1998,0140888,4437,3
Glasblasarns barn,1998,0119204,4534,3
Hope Floats,1998,0119313,4547,3
"Proposition, The",1998,0120108,4611,2
Bride of Chucky,1998,0144120,4638,1
Urban Legend,1998,0146336,4649,3
Ring (Ringu),1998,0178868,4675,3
Halloween H20: 20 Years Later,1998,0120694,4709,3
Wild Things,1998,0120890,4752,3
"Black Cat, White Cat",1998,0118843,4787,3
"Avengers, The",1998,0118661,4817,3
Yeogo goedam,1998,0241073,4850,3
Enemy of the State,1998,0120660,4955,1
Lost in Space,1998,0120738,5060,3
There&#39;s Something About Mary,1998,0129387,5183,3
Trance (The Eternal),1998,0158011,5211,3
Rasen,1998,0134928,5226,1
"Dinner Game, The",1998,0119038,5242,1
Moby Dick,1998,0120756,5286,0
City of Angels,1998,0120632,5369,3
Hurlyburly,1998,0119336,5494,1
Following,1998,0154506,5715,0
Patch Adams,1998,0129290,5744,3
"Rugrats Movie, The",1998,0134067,5794,3
I Still Know What You Did Last Summer,1998,0130018,5844,3
Kuch Kuch Hota Hai,1998,0172684,5885,3
Vildspor,1998,0142964,6160,1
Pecker,1998,0126604,6184,3
Ronin,1998,0122690,6339,1
Batman &amp; Mr. Freeze: SubZero,1998,0143127,6353,2
Lick the Star,1998,0197626,6531,3
"Waterboy, The",1998,0120484,6591,2
Tomorrow Night,1998,0140627,6679,2
Last Night,1998,0156729,6718,1
Snake Eyes,1998,0120832,6814,1
Tango,1998,0120274,6832,1
Barrio,1998,0146468,7168,3
Celebrity,1998,0120533,7298,3
2 seconds,1998,0158446,7384,3
Great Expectations,1998,0119223,7635,1
Meet Joe Black,1998,0119643,7646,1
My Name Is Joe,1998,0151691,7664,3
Thursday,1998,0124901,7687,1
Lethal Weapon 4,1998,0122151,7893,1
Madeline,1998,0123987,8016,3
A Perfect Murder,1998,0120787,8041,3
Antz,1998,0120587,8088,3
Can&#39;t Hardly Wait,1998,0127723,8405,1
Kirikou and the Sorceress,1998,0181627,8438,2
What Dreams May Come,1998,0120889,8527,1
Zimmer Feri,1998,0134230,8565,2
Halloweentown,1998,0173886,8682,3
Thats 70s Show,1998,0165598,8933,2
L&#39;ennui,1998,0168740,9332,1
Dangerous Beauty,1998,0118892,9488,3
Pocahontas 2: Journey to a New World,1998,0143808,9657,3
Next Stop Wonderland,1998,0119778,9874,3
Montana,1998,0119699,10058,0
Return to Paradise,1998,0124595,10173,2
Hard Rain,1998,0120696,10264,2
FernGully 2: The Magical Rescue,1998,0129924,10486,3
Austin Powers: The Spy Who Shagged Me,1999,0145660,6,1
Three to Tango,1999,0144640,82,1
Office Space,1999,0151804,31,1
"Matrix, The",1999,0133093,36,3
American Beauty,1999,0169547,71,3
Toy Story 2,1999,0120363,88,1
Sleepy Hollow,1999,0162661,124,3
8MM,1999,0134273,146,1
Blue Streak,1999,0181316,170,1
Fight Club,1999,0137523,210,1
Ghost Dog: The Way of the Samurai,1999,0165798,223,1
But I&#39;m a Cheerleader,1999,0179116,244,3
"Girl, Interrupted",1999,0172493,268,3
Boys Don&#39;t Cry,1999,0171804,282,2
Jawbreaker,1999,0155776,356,3
Todo sobre mi madre (All About My Mother),1999,0185125,367,3
10 Things I Hate About You,1999,0147800,374,3
Star Wars: Episode I - The Phantom Menace,1999,0120915,672,3
"Sixth Sense, The",1999,0167404,742,3
Sonnenallee,1999,0177242,790,1
Flawless,1999,0155711,817,1
"Boondock Saints, The",1999,0144117,826,0
Dogma,1999,0120655,827,3
Eyes Wide Shut,1999,0120663,839,3
"Other Sister, The",1999,0123209,840,3
Go!,1999,0139239,858,3
Election,1999,0126886,867,3
"Iron Giant, The",1999,0129167,884,0
Being John Malkovich,1999,0120601,917,3
Galaxy Quest,1999,0177789,1053,1
Wives and Daughters,1999,0215364,1564,3
Kikujiro,1999,0199683,1547,0
Tarzan,1999,0120855,1209,2
Wild Wild West,1999,0120891,1134,2
A Midsummer Night&#39;s Dream,1999,0140379,1135,2
Anna and the King,1999,0166485,1091,3
Pocket Monsters: Mewtwo Strikes Back!,1999,0190641,1588,1
Why Not Me?,1999,0162556,1475,3
Stuart Little,1999,0164912,1086,1
Better Than Chocolate,1999,0168987,1623,3
Drop Dead Gorgeous,1999,0157503,1844,3
Not One Less (Yi ge dou bu neng shao),1999,0209189,2030,3
Anywhere But Here,1999,0149691,2133,3
Memento Mori,1999,0266075,2197,3
South Park: Bigger Longer &amp; Uncut,1999,0158983,2309,3
American Pie,1999,0163651,2311,2
"Big Kahuna, The",1999,0189584,2318,0
Magnolia,1999,0175880,2346,3
Titus,1999,0120866,2354,3
Cruel Intentions,1999,0139134,2617,3
6ixtynin9,1999,0235154,2725,3
Black and White,1999,0165643,2731,3
New Waterford Girl,1999,0213121,2793,3
Inferno,1999,0139151,2828,2
Holy Smoke,1999,0144715,2850,3
"Mummy, The",1999,0120616,2897,1
Things You Can Tell Just by Looking at Her,1999,0210358,2934,3
Virus,1999,0120458,2970,3
"Blair Witch Project, The",1999,0185937,2982,3
"13th Warrior, The",1999,0120657,3030,1
Analyze This,1999,0122933,3102,1
Never Been Kissed,1999,0151738,3269,3
Notting Hill,1999,0125439,3495,3
Payback,1999,0120784,3570,1
Carrie 2: The Rage,1999,0144814,3640,3
"Green Mile, The",1999,0120689,3714,1
Double Platinum,1999,0177721,3728,3
"Cider House Rules, The",1999,0124315,3751,3
Splendor,1999,0127296,3765,3
For Love of the Game,1999,0126916,3922,2
Redball,1999,0163178,4107,3
Shojo kakumei Utena: Adolescence mokushiroku,1999,0243558,4116,3
"Talented Mr. Ripley, The",1999,0134119,4221,3
Mystery Men,1999,0132347,4230,1
Topsy-Turvy,1999,0151568,4267,3
"Magical Legend of the Leprechauns, The",1999,0205214,4413,3
Ring 2 (Ringu 2),1999,0218553,4679,3
"4th Floor, The",1999,0167752,4799,3
Ravenous,1999,0129332,4804,1
Wing Commander,1999,0131646,4824,2
Muppets From Space,1999,0158811,4865,3
"Haunting, The",1999,0171363,4926,3
Teaching Mrs. Tingle,1999,0133046,4971,3
Gigantics,1999,0177507,5163,1
Dick,1999,0144168,5195,3
eXistenZ,1999,0120907,5246,1
Annie,1999,0207972,5304,3
Man on the Moon,1999,0125664,5305,1
Blast from the Past,1999,0124298,5342,3
She&#39;s All That,1999,0160862,5382,3
"Straight Story, The",1999,0166896,5472,3
Brokedown Palace,1999,0120620,5528,3
EdTV,1999,0131369,5545,1
"Virgin Suicides, The",1999,0159097,5716,3
Mansfield Park,1999,0178737,5775,3
A Walk on the Moon,1999,0120613,5799,3
Storm of the Century,1999,0135659,5803,3
Trick,1999,0162710,5873,3
Beau travail,1999,0209933,5880,3
Tomie,1999,0240119,6099,3
Tomie: Anaza Feisu,1999,0284565,6104,2
Bowfinger,1999,0131325,6116,3
Tea with Mussolini,1999,0120857,6162,3
Juha,1999,0158692,6238,0
Human Traffic,1999,0188674,6360,3
Audition,1999,0235198,6522,1
"Hurricane, The",1999,0174856,6540,2
Terror Firmer,1999,0169299,6561,3
Introducing Dorothy Dandridge,1999,0172348,6629,3
"Ninth Gate, The",1999,0142688,6650,1
200 Cigarettes,1999,0137338,6798,3
Aimee &amp; Jaguar,1999,0130444,6806,3
Sweet and Lowdown,1999,0158371,6888,1
Ring,1999,0289424,6930,3
Aristocrats,1999,0204082,6933,3
Asterix and Obelix vs. Caesar,1999,0133385,6936,1
"World is Not Enough, The",1999,0143145,7130,2
Family guy,1999,0182576,7265,3
Fantasia 2000,1999,0120910,7380,1
Los sin nombre,1999,0222368,7407,3
Bicentennial Man,1999,0182789,7620,3
Message in a Bottle,1999,0139462,7647,1
Screwed in Tallinn,1999,0311926,7674,3
Deuce Bigalow: Male Gigolo,1999,0205000,7740,3
"Thomas Crown Affair, The",1999,0155267,7990,1
East Is East,1999,0166175,8114,3
"Deep End of the Ocean, The",1999,0120646,8787,2
Beautiful People,1999,0159272,8898,1
Stigmata,1999,0145531,8826,3
Lake Placid,1999,0139414,8981,3
Smart House,1999,0192618,9001,3
"Thirteenth Year, The",1999,0200208,9223,2
Double Jeopardy,1999,0150377,9239,3
Music of the Heart,1999,0166943,9243,3
Outer Space,1999,0219964,9262,0
Vendetta,1999,0162735,9292,1
Operation Delta Force 4: Deep Fault,1999,0194800,9534,0
Deep Blue Sea,1999,0149261,9541,1
Bridge of Dragons,1999,0194722,9773,1
October Sky,1999,0132477,10022,1
Runaway Bride,1999,0163187,10142,1
Scooby-Doo! and The Witch&#146;s Ghost,1999,0196931,10331,3
Digimon Adventure,1999,2049430,10706,0
Red Planet,2000,0199753,15,0
Memento,2000,0209144,52,1
American Psycho,2000,0144084,64,3
Hollow Man,2000,0164052,78,3
Mission to Mars,2000,0183523,90,1
X-Men,2000,0120903,101,1
Vertical Limit,2000,0190865,112,1
Shanghai Noon,2000,0184894,122,1
"Dude, Where&#39;s My Car",2000,0242423,130,2
"Whole Nine Yards, The",2000,0190138,131,3
"Emperor&#39;s New Groove, The",2000,0120917,152,3
Ordinary Decent Criminal,2000,0160611,153,1
What&#39;s Cooking?,2000,0197096,249,3
Pitch Black,2000,0134847,319,3
Bread and Roses,2000,0212826,348,3
Dancing at the Blue Iguana,2000,0217355,430,3
Erin Brockovich,2000,0195685,452,3
Ginger Snaps,2000,0210070,538,3
Tully,2000,0212604,605,0
Boiler Room,2000,0181984,625,1
Miss Congeniality,2000,0212346,655,3
Chicken Run,2000,0120630,687,3
Bring It On,2000,0204946,765,3
Chocolat,2000,0241303,854,3
"Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000,0190332,855,3
Is It Fall Yet,2000,0250440,875,3
Almost Famous,2000,0181875,877,3
Where the Heart Is,2000,0198021,882,3
Best in Show,2000,0218839,928,3
28 Days,2000,0191754,954,3
High Fidelity,2000,0146882,1006,2
Titan A.E.,2000,0120913,1029,3
"Road to El Dorado, The",2000,0138749,1064,0
What Lies Beneath,2000,0161081,1071,3
Return to Me,2000,0122459,1190,3
Remember the Titans,2000,0210945,1598,3
J.S.A.: Joint Security Area,2000,0260991,1556,2
Pokemon: The Movie 2000,2000,0257001,1589,3
Snatch.,2000,0208092,1414,0
An Extremely Goofy Movie,2000,0208185,1593,1
Girlfight,2000,0210075,1575,3
Sexy Beast,2000,0203119,1521,2
Center Stage,2000,0210616,1192,3
Dragonheart: A New Beginning,2000,0214641,1206,0
Battle Royale,2000,0266308,1277,3
Unbreakable,2000,0217869,1114,0
Charlie&#39;s Angels,2000,0160127,1155,3
Gladiator,2000,0172495,1163,0
Coyote Ugly,2000,0200550,1093,3
What Women Want,2000,0207201,1083,1
If These Walls Could Talk 2,2000,0206036,1664,3
Dancer in the Dark,2000,0168629,1843,3
Songcatcher,2000,0210299,1897,3
Greenfingers,2000,0203540,1901,3
Kao (Face),2000,0256127,1921,3
Requiem for a Dream,2000,0180093,2050,3
Beautiful Creatures,2000,0221889,2137,3
"Circle, The",2000,0255094,2234,3
Kevin &amp; Perry Go Large,2000,0205177,2295,3
Mr. Accident,2000,0156807,2299,3
Urbania,2000,0182508,2393,1
"Man Who Cried, The",2000,0206917,2414,3
Meet the Parents,2000,0212338,2562,2
Joseph: King of Dreams,2000,0264734,2563,3
Love &amp; Basketball,2000,0199725,2646,3
Together,2000,0203166,2723,3
Gone in Sixty Seconds,2000,0187078,2917,1
"Patriot, The",2000,0187393,2923,3
Billy Elliot,2000,0249462,2939,3
"Isle, The",2000,0255589,3064,1
Batman Beyond: Return of the Joker,2000,0233298,3387,3
Saving Grace,2000,0195234,3183,3
Fa yeung nin wa (In the Mood for Love),2000,0118694,3233,3
La comunidad,2000,0255067,3285,3
"O Brother, Where Art Thou?",2000,0190590,3455,0
Little Nicky,2000,0185431,3471,1
Thirteen days,2000,0146309,3551,1
Cast Away,2000,0162222,3795,2
"Gift, The",2000,0219699,3920,3
"Beach, The",2000,0163978,3950,1
Sordid Lives,2000,0204640,3963,3
A Good Baby,2000,0155723,4022,3
Bamboozlee,2000,0215545,4082,1
Life-Size,2000,0200809,4122,3
Something Between Us,2000,0286137,4172,3
Cecil B. Demented,2000,0173716,4148,3
"Little Mermaid 2: Return to the Sea, The",2000,0240684,4275,3
Romeo Must Die,2000,0165929,4377,0
"Cell, The",2000,0209958,4445,2
Baise-Moi,2000,0249380,4506,3
Final Destination,2000,0195714,4557,1
"Dish, The",2000,0205873,4560,3
"Gleaners and I, The",2000,0247380,4600,3
Scream 3,2000,0134084,4644,3
"Way of the Gun, The",2000,0202677,4703,2
Dune,2000,0142032,4716,3
Rugrats in Paris:,2000,0213203,4720,3
Blinkende lygter (&#39;Flickering Lights&#39;),2000,0236027,4734,1
Cherry Falls,2000,0175526,4821,3
Gundam Wing: The Movie - Endless Waltz,2000,0260191,4835,3
Ring 0: Birthday (Ringu 0: B&acirc;sudei),2000,0235712,4863,3
Italian for Beginners,2000,0243862,4964,3
Picture Claire,2000,0263215,5073,3
Alvin and the Chipmunks Meet the Wolfman,2000,0252227,5094,3
Hellraiser: Inferno,2000,0229440,5274,1
Mal&egrave;na,2000,0213847,5299,3
"6th Day, The",2000,0216216,5365,3
Roozi ke zan shodam,2000,0260332,5386,3
"Tigger Movie, The",2000,0220099,5504,0
Scary Movie,2000,0175142,5544,3
Mission: Impossible II,2000,0120755,5605,0
Dark Days,2000,0235327,5711,0
Spiral,2000,0244870,5743,3
Amores Perros,2000,0245712,5792,1
Spacked out,2000,0282753,5851,1
Bounce,2000,0186894,5866,2
102 Dalmatians,2000,0211181,6002,3
Mad About Mambo,2000,0156757,6039,1
Tomie: Replay,2000,0279474,6114,3
Tadpole,2000,0271219,6131,2
Leprechaun in the Hood,2000,0209095,6136,1
Blue&#39;s Big Musical Movie,2000,0193019,6380,3
Ju-on,2000,0330500,6442,3
Ju-on 2,2000,0330501,6444,2
Eeny Meeny,2000,0230183,6455,3
Hanging Up,2000,0162983,6512,3
Supernova,2000,0134983,6547,3
La fidelite,2000,0204761,6598,3
Santa who?,2000,0251382,6604,1
Sakuya: yokaiden,2000,0282936,6618,3
Some Voices,2000,0218616,6809,2
Dinner Rush,2000,0229340,6874,3
Space Cowboys,2000,0186566,6858,2
Titanic - La leggenda continua,2000,0330994,6904,3
Pay it Foward,2000,0223897,7081,3
Juste une question d&#39;amour,2000,0231844,7134,2
Dinosaur,2000,0130623,7188,3
Finding Forrester,2000,0181536,7542,2
Autumn in New York,2000,0174480,7616,1
Bless the Child,2000,0163983,7621,2
Next Friday,2000,0195945,7792,2
How the Grinch Stole Christmas,2000,0170016,7928,3
Traffic,2000,0181865,7929,3
Terrifier,2000,4281724,8493,3
Old School,2000,0248254,8769,1
Wonder Boys,2000,0185014,8782,1
Men of Honor,2000,0203019,8873,1
"Family Man, The",2000,0218967,8909,3
Alley Cats Strike,2000,0217990,9050,3
Beautiful,2000,0210567,9174,3
"Perfect Storm, The",2000,0177971,9301,2
"Me, Myself and Irene",2000,0183505,9330,1
Operation Delta Force 5: Random Fire,2000,0227200,9535,0
"Replacements, The",2000,0191397,9910,3
Yi Yi,2000,0244316,9974,3
Flowers for Algernon,2000,0210044,10169,2
"Playboy: No Boys Allowed, 100% Girls",2000,0354772,10222,3
Dr. T &amp; the Women,2000,0205271,10358,3
El zoo d&#39;en Pitus,2000,0247840,10719,3
Impostor,2001,0160399,49,0
Ocean&#39;s Eleven,2001,0240772,51,1
Artificial Intelligence: AI,2001,0212720,62,1
"51st State, The",2001,0227984,63,0
Don&#39;t Say A Word,2001,0260866,79,3
"Majestic, The",2001,0268995,85,1
Jason X,2001,0211443,93,3
Along Came A Spider,2001,0164334,94,3
"Monsters, Inc.",2001,0198781,148,1
Antitrust,2001,0218817,154,2
Jay and Silent Bob Strike Back,2001,0261392,155,3
High Heels and Low Lifes,2001,0253126,158,3
Shrek,2001,0126029,161,1
Evolution,2001,0251075,164,3
Lovely and Amazing,2001,0258273,175,3
A Beautiful Mind,2001,0268978,178,1
Slashers,2001,0286975,225,3
Ghost World,2001,0162346,226,3
Lagaan - Once Upon a Time in India,2001,0169102,232,3
Josie and the Pussycats,2001,0236348,235,3
"Lord of the Rings: The Fellowship of the Ring, The",2001,0120737,246,1
Lost and Delirious,2001,0245238,288,3
Ghosts of Mars,2001,0228333,333,3
"Princess Diaries, The",2001,0247638,359,3
"Royal Tenenbaums, The",2001,0265666,362,3
A Knight&#39;s Tale,2001,0183790,382,2
Lara Croft: Tomb Raider,2001,0146316,412,0
Monsoon Wedding,2001,0265343,553,3
Mulholland Dr.,2001,0166924,568,3
Kissing Jessica Stein,2001,0264761,639,3
Black Hawk Down,2001,0265086,698,0
Legally Blonde,2001,0250494,733,3
"Mists of Avalon, The",2001,0244353,820,3
Y tu mama tambien,2001,0245574,836,0
Wit,2001,0243664,838,3
"Others, The",2001,0230600,856,3
